"STATION","NAME","DATE","ACMH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-04",,"3.2"," 2329"," 0711","18.5","0.0","0.0","15.6","21.1","9.4",,,"   70","  260",,,"6.7","10.7",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-05",,"3.1"," 0804"," 0108","0.8","0.0","0.0","10.0","11.7","8.3",,,"   80","   70",,,"7.2","10.7",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-06",,"2.7"," 1422"," 1918","0.0","0.0","0.0","12.8","18.3","6.7",,,"  300","  330",,,"6.7","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-07",,"2.3"," 1206"," 1205","0.0","0.0","0.0","7.8","11.7","3.9",,,"   80","   70",,,"7.2","8.9",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-08",,"2.4"," 2032"," 2327","0.0","0.0","0.0","11.7","16.1","6.7",,,"  230","  230",,,"5.8","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-09",,"2.7"," 0222"," 0221","0.0","0.0","0.0","17.8","20.6","14.4",,,"  260","  240",,,"6.7","11.2",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-10",,"2.5"," 1420"," 1355","14.0","0.0","0.0","17.8","18.9","16.1",,,"  240","  270",,,"7.6","13.9",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-11",,"2.7"," 1425"," 1425","0.0","0.0","0.0","17.2","21.7","12.8",,,"  310","  290",,,"7.6","10.3",,"    1",,,,,,,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-12",,"2.1"," 1613"," 0933","0.0","0.0","0.0","14.4","18.3","10.0",,,"  200","   70",,,"4.5","6.7",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-13",,"3.1"," 1424"," 1424","2.3","0.0","0.0","16.7","21.1","12.2",,,"  240","  220",,,"7.2","11.2",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-14",,"5.1"," 0944"," 0952","6.4","0.0","0.0","12.2","17.2","7.2",,,"  330","  320",,,"12.5","17.4",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-15",,"2.0"," 1639"," 1831","0.0","0.0","0.0","10.0","14.4","5.0",,,"  180","  220",,,"4.5","7.2",,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-16",,"1.6"," 1454"," 2144","0.0","0.0","0.0","15.6","20.6","10.0",,,"  200","  250",,,"4.9","6.7",,"    1",,,,,,,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-17",,"1.0"," 2337"," 2337","7.6","0.0","0.0","17.8","21.1","13.9",,,"   30","   20",,,"4.0","5.8",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-18",,"4.1"," 1120"," 1059","0.8","0.0","0.0","12.2","16.1","7.8",,,"  360","   60",,,"10.3","15.2",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-19",,"2.8"," 0136"," 0135","0.3","0.0","0.0","8.9","11.7","5.6",,,"   80","   90",,,"7.6","9.4",,,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-20",,"1.6"," 2113"," 0341","14.2","0.0","0.0","11.7","12.2","10.6",,,"  320","  300",,,"4.0","5.8",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-21",,"1.9"," 1209"," 1207","0.0","0.0","0.0","11.1","14.4","7.2",,,"  330","   70",,,"4.5","7.2",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-22",,"2.5"," 2332"," 2332","3.0","0.0","0.0","12.8","16.1","8.9",,,"  320","  310",,,"7.2","9.8",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-23",,"3.7"," 1844"," 1307","1.5","0.0","0.0","10.0","12.8","7.2",,,"  280","  270",,,"6.7","10.7",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-24",,"3.4"," 1307"," 1306","0.0","0.0","0.0","9.4","12.8","5.6",,,"  320","  320",,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-25",,"3.1"," 0028"," 0027","0.0","0.0","0.0","10.0","13.9","5.6",,,"  320","  330",,,"6.3","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-26",,"3.6"," 1622"," 1500","0.0","0.0","0.0","13.3","18.3","8.3",,,"  280","  210",,,"6.7","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-27",,"3.4"," 2300"," 2258","0.0","0.0","0.0","11.7","16.1","7.2",,,"   70","   70",,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-28",,"2.8"," 0130"," 0125","0.0","0.0","0.0","8.9","13.3","4.4",,,"   70","   70",,,"5.8","8.0",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-29",,"1.6"," 0041"," 0034","0.0","0.0","0.0","15.0","20.6","8.9",,,"  260","  250",,,"4.9","7.6",,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-30",,"2.2"," 2309"," 2308","0.0","0.0","0.0","15.6","19.4","11.1",,,"  220","  250",,,"4.5","6.7",,"    1","    1",,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-10-31",,"2.7"," 1919"," 1919","0.0","0.0","0.0","17.8","22.2","12.8",,,"  270","  260",,,"5.8","7.6",,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-01",,"2.0"," 1604"," 1404","0.0","0.0",,"16.1","20.0","12.2",,,"  200","  230",,,"4.9","7.2",,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-02",,"3.9"," 1933"," 2027","28.7","0.0",,"16.1","19.4","12.2",,,"  170","  190",,,"10.3","16.1",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-03",,"4.2"," 1754"," 1321","0.0","0.0",,"11.1","16.7","5.0",,,"  270","  240",,,"7.6","12.5",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-04",,"3.6"," 2208"," 1633","0.0","0.0",,"8.9","10.0","7.8",,,"  260","  300",,,"6.7","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-05",,"3.6"," 1832"," 2151","0.0","0.0",,"12.2","17.8","6.7",,,"  250","  270",,,"6.7","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-06",,"3.2"," 2159"," 1315","0.0","0.0",,"15.0","18.9","10.6",,,"  320","  290",,,"7.2","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-07",,"4.3"," 1732"," 1336","0.0","0.0",,"6.7","10.6","2.8",,,"  330","  320",,,"8.0","13.0",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-08",,"2.5"," 1240"," 0951","0.0","0.0",,"5.6","8.3","2.2",,,"  320","  330",,,"5.8","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-09",,"3.2"," 1126"," 2217","0.0","0.0",,"11.1","17.2","5.0",,,"  240","  280",,,"6.7","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-10",,"3.7"," 1959"," 1950","0.0","0.0",,"18.3","22.2","13.9",,,"  290","  260",,,"7.2","11.2",,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-11",,"4.5"," 1018"," 0857","0.0","0.0",,"11.1","18.9","2.8",,,"   70","   70",,,"9.8","14.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-12",,"2.6"," 2142"," 2141","0.0","0.0",,"6.1","10.0","1.7",,,"  260","  260",,,"6.3","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-13",,"2.2"," 0924"," 0039","0.0","0.0",,"10.6","12.8","7.8",,,"  330","  260",,,"6.3","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-14",,"3.3"," 2217"," 2125","0.0","0.0",,"11.1","15.6","6.7",,,"  330","  350",,,"10.3","17.0",,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-15",,"5.6"," 1500"," 1452","0.0","0.0",,"5.6","7.8","2.8",,,"  330","  300",,,"10.3","14.8",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-16",,"5.6"," 1349"," 1338","0.0","0.0",,"2.8","4.4","0.6",,,"  320","  330",,,"10.7","16.5",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-17",,"4.3"," 1310"," 1432","0.0","0.0",,"3.9","6.7","0.6",,,"  320","  320",,,"7.2","9.4",,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-18",,"2.5"," 2143"," 1204","0.0","0.0",,"6.1","10.0","1.7",,,"  260","  300",,,"5.4","7.6",,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-19",,"2.7"," 2006"," 2005","0.0","0.0",,"12.2","15.6","8.3",,,"  210","  190",,,"5.8","8.0",,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-20",,"2.6"," 1901"," 1900","2.5","0.0",,"16.1","20.6","11.7",,,"  280","  270",,,"6.3","8.9",,"    1","    1",,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-21",,"1.4"," 1954"," 1954","0.0","0.0",,"14.4","16.1","12.2",,,"  160","  150",,,"4.5","5.4",,"    1","    1",,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-22",,"1.3"," 1552"," 1554","0.0","0.0",,"12.8","13.9","11.1",,,"   80","   70",,,"3.6","4.0",,"    1","    1",,,,,,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-23",,"1.3"," 2112"," 2051","0.0","0.0",,"14.4","16.7","12.2",,,"  170","  200",,,"3.6","5.4",,"    1","    1",,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-24",,"2.7"," 1542"," 1512","0.0","0.0",,"16.1","18.9","13.3",,,"  240","  260",,,"6.7","9.4",,"    1",,,,,,,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-25",,"3.1"," 2323"," 0912","10.2","0.0",,"12.2","16.1","7.8",,,"   90","   70",,,"6.7","9.8",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-26",,"4.1"," 2348"," 2310","10.2","0.0",,"13.3","17.2","9.4",,,"  200","  210",,,"7.2","10.7",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-27",,"3.1"," 1014"," 1013","7.6","0.0",,"13.3","16.7","10.0",,,"  330","  340",,,"7.2","9.8",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-28",,"4.1"," 1525"," 1524","0.0","0.0",,"8.3","10.0","6.1",,,"  330","  330",,,"8.0","11.2",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-29",,"3.1"," 1343"," 1342","0.0","0.0",,"5.0","7.2","2.2",,,"  300","  310",,,"7.6","10.7",,,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-11-30",,"4.6"," 1856"," 2141","0.0","0.0",,"1.1","3.9","-2.2",,,"   20","   80",,,"9.4","13.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-01",,"5.0"," 0220"," 0341","0.0","0.0",,"-1.7","1.1","-5.0",,,"   20","   60",,,"9.8","15.6",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-02",,"2.8"," 0026"," 0156","0.0","0.0",,"3.3","8.9","-2.8",,,"   10","  350",,,"6.3","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-03",,"2.5"," 2302"," 2358","0.0","0.0",,"8.9","13.3","4.4",,,"  270","  280",,,"5.4","7.2",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-04",,"2.6"," 1519"," 1502","2.0","0.0",,"11.7","15.6","7.2",,,"  310","  330",,,"7.2","9.8",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-05",,"3.0"," 1847"," 1907","0.0","0.0",,"13.9","17.2","10.6",,,"  210","  250",,,"6.7","10.3",,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-06",,"2.1"," 0018"," 0250","23.4","0.0",,"13.3","15.0","11.1",,,"  230","  250",,,"6.7","9.8",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-07",,"5.3"," 1349"," 1035","0.3","0.0",,"6.7","11.1","2.2",,,"  320","  330",,,"8.9","12.5",,,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-08",,"1.9"," 0017"," 1013","0.0","0.0",,"6.1","10.6","1.1",,,"  320","  350",,,"4.5","6.3",,,,,,,,,"    1",,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-09",,"1.6"," 1628"," 1627","0.0","0.0",,"8.3","12.8","3.9",,,"  190","  180",,,"4.5","5.8",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-10",,"3.4"," 2127"," 2142","4.3","0.0",,"10.0","13.3","6.1",,,"  320","  330",,,"11.6","19.2",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-11",,"6.8"," 1145"," 1144","0.0","0.0",,"5.0","7.2","2.2",,,"  330","  340",,,"11.2","18.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-12",,"2.8"," 0133"," 0148","0.0","0.0",,"5.0","7.8","1.7",,,"  300","  310",,,"7.6","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-13",,"1.9"," 2347"," 2338","7.1","0.0",,"5.0","8.3","1.7",,,"   50","   70",,,"5.4","7.2",,,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-14",,"7.0"," 1401"," 1433","15.7","0.0",,"5.6","7.2","3.3",,,"   80","   70",,,"13.9","20.6",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-15",,"4.4"," 1046"," 1051","1.5","0.0",,"7.8","9.4","6.1",,,"   80","   70",,,"9.8","13.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-16",,"3.6"," 1801"," 1757","0.0","0.0",,"6.7","10.0","2.8",,,"  300","  310",,,"8.0","12.5",,"    1",,,,,,,,,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-17",,"3.1"," 1443"," 1456","0.0","0.0",,"3.9","6.7","1.1",,,"  300","  300",,,"7.2","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-18",,"2.3"," 2230"," 2230","0.0","0.0",,"3.3","5.0","1.7",,,"   70","   70",,,"6.3","7.6",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-19",,"5.1"," 1128"," 1350","0.0","0.0",,"2.2","3.9","0.6",,,"   70","   70",,,"8.0","10.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-20",,"5.1"," 0952"," 0830","25.7","0.0",,"8.3","15.6","1.1",,,"   90","   70",,,"9.4","13.0",,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-21",,"2.9"," 1517"," 1516","0.3","0.0",,"6.1","10.0","2.2",,,"  320","  320",,,"6.3","8.0",,,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-22",,"2.6"," 1607"," 1208","0.0","0.0",,"2.2","3.9","0.0",,,"  300","  290",,,"5.4","7.2",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-23",,"3.4"," 2141"," 2137","0.0","0.0",,"2.2","5.0","-1.1",,,"  310","  290",,,"7.2","11.6",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-24",,"3.7"," 0106"," 0108","0.0","0.0",,"-3.3","-1.1","-5.6",,,"  320","  330",,,"7.2","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-25",,"2.9"," 0127"," 0957","0.0","0.0",,"-4.4","-2.2","-7.2",,,"  320","  320",,,"6.7","8.0",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-26",,"4.4"," 0545"," 2218","0.0","0.0",,"-1.1","1.7","-3.9",,,"  240","  310",,,"9.8","13.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-27",,"4.1"," 0159"," 0158","0.0","0.0",,"0.0","1.7","-1.7",,,"  300","  300",,,"8.0","13.0",,,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-28",,"3.1"," 0154"," 0353","0.0","0.0",,"-3.9","-1.7","-6.7",,,"  330","  330",,,"7.2","9.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-29",,"4.5"," 0950"," 2317","0.0","0.0",,"0.0","2.2","-2.8",,,"  300","  260",,,"8.9","13.4",,,,,,,,,,,,,,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-30",,"3.7"," 0211"," 0138","0.0","0.0",,"6.1","10.0","1.7",,,"  250","  270",,,"8.0","11.6",,"    1",,,,,,,,,,,,,,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","1999-12-31",,"2.1"," 0816"," 0816","1.8","0.0",,"3.9","6.1","1.1",,,"   70","   70",,,"6.3","7.2",,"    1",,,,,,,,,,"    1",,,"    1",,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-01",,"2.6"," 1337"," 1337","0.0","0.0","0.0","5.6","10.0","1.1",,,"  250","  230",,,"7.2","9.4",,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-02",,"2.1"," 2314"," 2313","0.0","0.0","0.0","11.1","15.6","6.1",,,"  260","  260",,,"7.2","11.2",,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-03",,"3.0"," 0321"," 0320","0.0","0.0","0.0","14.4","17.8","10.6",,,"  260","  250",,,"6.7","9.4",,"    1",,,,,,,"    1",,,"    1",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-04",,"3.5"," 1840"," 1819","17.8","0.0","0.0","11.7","15.6","7.8",,,"  320","  350",,,"6.7","10.7",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-05",,"5.1"," 0844"," 0843","0.0","0.0","0.0","3.3","8.3","-1.7",,,"  330","  340",,,"10.7","14.3",,,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-06",,"3.0"," 1834"," 1833","0.0","0.0","0.0","1.7","5.6","-2.2",,,"  220","  250",,,"6.7","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-07",,"4.2"," 1601"," 1521","0.0","0.0","0.0","5.6","9.4","1.7",,,"  300","  310",,,"10.3","15.6",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-08",,"3.5"," 0114"," 0356","0.0","0.0","0.0","1.1","3.3","-1.1",,,"  330","  310",,,"7.2","9.8",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-09",,"2.6"," 0601"," 0022","0.5","0.0","0.0","6.7","10.6","2.8",,,"  270","  270",,,"6.3","8.9",,,,,,,,,,,,,,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-10",,"4.1"," 1758"," 1736","21.3","0.0","0.0","10.6","14.4","6.7",,,"  280","  260",,,"9.4","13.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-11",,"4.9"," 1203"," 1203","0.0","0.0","0.0","7.8","11.1","4.4",,,"  300","  310",,,"11.2","17.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-12",,"3.9"," 0610"," 0536","0.0","0.0","0.0","6.1","8.3","3.9",,,"  330","  330",,,"9.4","16.1",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-13",,"5.1"," 0843"," 1539","1.3","0.0","0.0","-1.7","3.9","-7.8",,,"   90","   10",,,"10.3","14.3",,"    1",,,,,,,"    1",,,"    1",,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-14",,"7.2"," 1350"," 1422","0.0","0.0","0.0","-7.8","-5.6","-10.6",,,"  330","  340",,,"12.5","16.5",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-15",,"3.1"," 0201"," 0241","0.0","0.0","0.0","-4.4","-1.1","-8.3",,,"  320","  330",,,"8.0","13.0",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-16",,"5.2"," 2219"," 2319","0.0","0.0","0.0","1.1","7.8","-6.1",,,"  320","  300",,,"12.5","17.0",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-17",,"6.3"," 0253"," 0250","0.0","0.0","0.0","-10.0","-6.1","-13.9",,,"  330","  310",,,"13.4","20.1",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-18",,"3.3"," 0540"," 0543","0.0","0.0","0.0","-11.7","-7.2","-16.1",,,"   10","   10",,,"7.2","10.7",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-19",,"2.9"," 1544"," 1607","0.0","0.0","0.0","-6.7","-1.7","-12.2",,,"  330","  320",,,"6.3","8.0",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-20",,"4.1"," 1744"," 1302","3.0","64.0","0.0","-3.3","-2.2","-5.0",,,"   70","   70",,,"8.9","11.6",,"    1","    1",,,,,,,,,"    1",,,,,"    1",,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-21",,"6.8"," 1641"," 1506","0.0","0.0","51.0","-8.3","-5.0","-12.2",,,"  330","  340",,,"12.5","18.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-22",,"5.0"," 0917"," 0859","0.0","0.0","0.0","-10.0","-6.7","-13.3",,,"  300","  310",,,"10.7","14.3",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-23",,"2.1"," 1856"," 1856","0.0","0.0","0.0","-5.0","-2.8","-7.8",,,"   70","   70",,,"6.7","8.0",,"    1",,,,,,,,,,"    1",,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-24",,"2.2"," 2349"," 2323","0.0","0.0","0.0","0.0","3.3","-3.3",,,"   60","   70",,,"9.4","13.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-25",,"6.5"," 0508"," 1218","18.5","140.0","51.0","-2.2","-1.1","-3.9",,,"   60","   80",,,"9.8","16.1",,"    1","    1",,,,"    1",,,,,"    1",,,"    1","    1","    1","    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-26",,"4.6"," 1046"," 1045","0.5","0.0","127.0","-2.8","-0.6","-5.6",,,"  320","  330",,,"9.8","13.4",,"    1",,,,,,,"    1",,,"    1",,,,,"    1",,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-27",,"5.9"," 1016"," 0937","0.0","0.0","0.0","-8.3","-5.6","-11.1",,,"  320","  330",,,"9.8","13.9",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-28",,"5.7"," 1409"," 1408","0.0","0.0","0.0","-8.9","-5.6","-12.8",,,"  300","  300",,,"9.4","13.4",,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2000-01-29",,"3.0"," 0610"," 0740","0.0","0.0","0.0","-3.3","1.7","-8.3",,,"  320","  310",,,"6.7","8.9",,,,,,,,,,,,,,,,,,,,
